comments,rating
giao hàng nhanh  cơ mà đặt đơn hơn  mà không có quà gì hết ,Hài lòng
giao đúng ngày  sách đẹp in rõ ràng  mọi người nên xem kích thước để không bị bất ngờ vì sự nhỏ gọn của nó  cái bất ngờ phải là ở khâu đóng gói cơ  chưa bao giờ mua sách mà đóng gói sơ sài như này  mưa nhỏ nhỏ thôi là ướt vào sách rồi ,Cực kì hài lòng
giao nhanh kỹ càng tốt,Cực kì hài lòng
tốt,Cực kì hài lòng
chất lượng sản phẩm rất kém ko giống trong hình ,Rất không hài lòng
ổn,Hài lòng
ngon,Cực kì hài lòng
áo ngắn và xấu  không đẹp như trong hình  muốn trả hàng nhưng shop k chấp nhận ,Rất không hài lòng
hàng đúng như hình mô tả  phù hợp để đựng laptop  cảm ơn shop,Cực kì hài lòng
giao thiếu một tay cầm  mong shop sớm giao bổ sung thì mình mới lắp ghế hoàn thiện được ,Rất không hài lòng
sách giao nhanh chóng  đóng gói đẹp  bìa sách rất đẹp  mới đặt hôm qua mà sáng nay tiki đã giao rồi  siêu nhanh  nên mua,Cực kì hài lòng
     đánh giá không tính điểm thứ nhất  j t là đơn vị vận chuyển vô trách nhiệm nhất từng biết  không còn lời nào để diễn tả nỗi thất vọng vì độ dối trá và lươn lẹo của j t  mình không có thời gian liệt kê ra mình đã tốn bao nhiêu cuộc gọi  bao lần nhắn tin  bao cái mail năn nỉ giao hàng thứ   bộ phận chăm sóc khác hành của tiki là đội ngũ vô dụng  liên lạc chục lần thì chục lần đều bảo mong anh thông cảm      không biết làm gì hơn  sao không thử đứng về phía khách hàng  lần   nhìn cái kiện mà j t giao cho tôi bị móp méo và trễ hạn hết lần này đến lần khác đi  đây là cái điện thoại giá     xem thêm,Rất không hài lòng
chính hãng   xịn xò  chống ồn đã  âm thanh hay,Cực kì hài lòng
nội dung không như kì vọng lắm,Hài lòng
 sách được bọc nilon cẩn thận và giao siêu nhanh  vừa đặt ngày hôm sau đã có sách liền  giấy in không phải là loại siêu siêu nhẹ  mà được điểm cộng là chống lóa  thoải mái cày tiểu thuyết không đau mắt     một cuốn tiểu thuyết đã được tái bản đến lần thứ  đem đến câu chuyện không hề lỗi thời về đời  về sự nghiệp  theo cùng nhân vật chính  cuốn sách dần dần dẫn mình đến câu trả lời cho câu hỏi khi còn trẻ thì chọn gì  làm gì  nghĩ gì  câu chuyện bao gồm cả những đoạn đối thoại  những tình huống mà những  người lớn  khuyên  chia sẻ cho nhân vật trẻ hơn khiến mình như bị bóp nghẹt vì nó như thể    xem thêm,Cực kì hài lòng
quần nhỏ quá so với công ty đưa size với số kích thước,Hài lòng
giống hình  form áo rộng  chất mỏng hơn mình nghĩ  áo mùi hắc khó chịu ,Rất không hài lòng
bạn giao hàng cố gắng giao gọi điện ra hàng rào giản cách để nhận   thanks,Hài lòng
hàng cảm nhận ban đầu khá ưng ý về giá cả và thẩm mĩ còn chất lượng để thời gian trả lời,Hài lòng
chuột mượt  giao hàng nhanh  đóng gói chắc chắn,Cực kì hài lòng
hàng đúng   giao nhanh  ,Cực kì hài lòng
sạc chính hãng nên không có ý kiến gì hết,Cực kì hài lòng
mình chưa bao giờ thấy tiki đóng gói như vậy luôn  sách tốt mà đóng gói vậy thì ẩu quá rồi,Hài lòng
giao hàng quá chậm  gần nửa tháng mới nhận được ,Rất không hài lòng
khá nhỏ  vừa tay  rẻ  không có bảo vệ nên hơi móp,Hài lòng
hơn nữa màu áo ngoài với màu trong ảnh là không liên quan ,Rất không hài lòng
đóng gói chống sốc dô tiki ơi ,Hài lòng
giọng văn hơi cụt ngủn  mình đọc thấy hơi chán,Hài lòng
sp dùng ổn  kích thước to hơi chiếm diện tích  mình thử chiên thịt  khoai tây và xúc xích thì thấy thịt rất okie nhưng còn khoai tây và xúc xích thì có vẻ mềm chứ ko được giòn ,Cực kì hài lòng
không xài cũng xuống pin nhiều nghe được vài bản nhạc mất     pin thất vọng về sản phẩm,Rất không hài lòng
chưa sử dụng chưa biết nhưng nồi khá to chắc và giá thành rẻ hơn so vs        ,Cực kì hài lòng
fghjgc bình thường hbbhnb,Rất không hài lòng
đúng loại  gửi nhanh   minh săn sales con  cho  miếng cảm thấy khá ổn,Hài lòng
cấp ẩm tốt  giá tốt,Cực kì hài lòng
màu vải k đẹp như trog hình  phù hợp giá tiền    ,Hài lòng
đáng mua,Cực kì hài lòng
âm thanh ấm hay hơn mình nghĩ,Rất không hài lòng
sản phẩm không giống với ảnh ,Rất không hài lòng
sản phẩm rất tốt  giao hàng nhanh,Cực kì hài lòng
hang qua dêu khong giong nhu hi nh đặt ,Rất không hài lòng
tiki giao hàng nhanh nhưng mà hộp bong tróc kiểu này hơi sợ  thử cắm sạc thì không thấy kêu hai lần  không biết do sạc đểu hay giờ iphone không báo sạc hai lần như xưa nữa mọi người ,Hài lòng
thông điệp tuyệt vời từ tác giả  cảm xúc và cách cư xử tinh nghịch nhưng giàu tình cảm của đứa trẻ  tuổi  và cách nó muốn người lớn thấu hiểu nó  truyện có nhiều khía cạnh tích cực  rất nên đọc,Cực kì hài lòng
sách hay  giao hàng nhanh   đóng gói cẩn thận  có vài trang bị dính mực in ,Hài lòng
hộp ở đáy có vân rất xấu  sản xuất ở trung quốc không có chữ in nổi như các sản phẩm l l mình từng dùng,Hài lòng
hơi mỏng chút ,Hài lòng
sạch răng ,Hài lòng
không bao giờ mua ở hàng này ,Rất không hài lòng
giá tốt giao hàng nahnh,Hài lòng
hàng chính hãng đã check code  chất lượng êm miễn chê  giao  nhưng chua đc  là đã giao rồi,Cực kì hài lòng
do ko giong trong hinh phot day va mat vo len toi rung luon ,Rất không hài lòng
sp chất lượng tốt,Cực kì hài lòng
nhắn tin shop ko trả lời ,Rất không hài lòng
chưa bật máy lên được nên không thể đánh giá được,Rất không hài lòng
ok,Cực kì hài lòng
chiều đặt sáng hôm sau giao liền  thùng k bị móp hay bị làm sao cả  tặng kèm ly của ươy  ly được bọc bằng  hộp   lớp chống sốc  mua trên tiki sale còn  thùng rẻ hơn ở ngoài nhiều       ,Cực kì hài lòng
quần vải mát thoải mái okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Rất không hài lòng
hàng tốt,Cực kì hài lòng
 mới đọc những trang đầu  rất thích những đoạn hội thoại thể hiện rất rõ quan điểm của từng cá nhân và cũng là đại diện cho quan điểm của từng nhóm cá thể trong xã hội hiện tại  chưa hiểu lắm và cũng lướt qua những đoạn miêu tả tỉ mỉ về lối kiến trúc của các công trình  cũng có thể mình ko phải dân kiến trúc nên nó hơi bị rối não chút  nên ko tưởng tưởng được nhiều về hình ảnh của một công trình kiến trúc  điều đặc biệt ko thích  đó là việc thiết kế font chữ in nét đậm  nhạt  thanh mảnh   hay kiểu gì cũng chẳng hiểu nổi   gây mỏi và rối mắt khi đọc  dẫn đến việc mua về mà cứ quăng đó cả tuần lễ    xem thêm,Hài lòng
quần mặc bị chật   nt shop k tl  ,Rất không hài lòng
giao hàng nhanh tuy nhiên gói hàng chưa kĩ và không có tặng kèm bookmark như giới thiệu,Hài lòng
hay  kết thúc buồn,Hài lòng
giao hàng chậm ,Rất không hài lòng
thichd,Cực kì hài lòng
shop đăng một kiểu bán một kiểu  đăng   cái nhưng khi bán  có  ,Rất không hài lòng
  gửi hàng và nhận  ko hiểu sao mua trên tiki mà mình ko được đơn vị vận chuyển cho kiểm hàng lúc nhận    đóng gói  hộp hơi méo mó     tem dán của hộp bị bong tróc  cảm giác ko phải mới  may mà sản phẩm bên trong ko ảnh hưởng gì  nhưng thấy hơi lo lo    sản phẩm  mới dùng  ngày  cảm  nhận ban đầu là đắp xong da có mát  dễ chịu  dùng lâu dài mới đánh giá được chất lượng,Hài lòng
đũng hơi chật  ngồi xuống chỉ sợ không may bị tét,Hài lòng
bình đẹp rất là bắt mắt sang trọng giữ nóng rất tốt nhưng giữ lạnh kém chỉ mới  tiêng là nó tan hết đá  nói chung cũng ổn  cho  sao thôi  sao còn lại là điểm trừ cho khả năng giữ lạnh,Hài lòng
sản phẩm thì ok vải dày và cũng im ,Hài lòng
hàng nguyên seal  giao hàng nhanh đảm bảo ,Cực kì hài lòng
vai nong  ko dep ,Rất không hài lòng
chất dày dặn ,Hài lòng
dùng khá ổn  mới đầu ấn silent hơi hụt hẫng nhưng dùng quen lại thấy ok,Cực kì hài lòng
hàng dùng ổn nhưng lông bàn chải hơi cứng,Hài lòng
cái này mặc ko vừa  mình gửi lại và shop sẽ gửi lại cho mình cái khác ,Rất không hài lòng
giá mác  quần mà quảng cáo giảm   mới bằng  màu sắc sặc sỡ quá    cái ưng màu và   cái ưng chất lượng,Hài lòng
lúc đặt thấy có quà tặng mà lúc ship lại ko thấy đâu,Rất không hài lòng
một cuốn sách làm mình khóc khi phải đọc  mình thương cho nhân vật zeze khi còn quá bé mà phải hiểu chuyện  thương cho em vì đôi khi bị trút giận vô cớ  thương em vì em cũng muốn được yêu thương  muốn được nhìn nhận  thương em vì thấy bản thân mình trong đấy   đọc xong thấy buồn lắm  giống như một phần đứa trẻ bên trong trái tim mình bị chết đi vậy  mong cho zeze ở một thế giới khác được yêu thương nhiều hơn  mong cho mỗi đứa trẻ trong tim của mỗi người đều được chữa lành ,Cực kì hài lòng
sạc full  mà chỉ nghe đc tai nghe bên trái  tai bên phải ko nghe đc yêu cầu shop đổi hàng gấp thật sự còn đắt hơn tai nghe của lenovo mà chất lượng quá tệ,Rất không hài lòng
kg thích vải xấu chỉ để lót ổ thôi,Rất không hài lòng
nồi đẹp,Cực kì hài lòng
kiểu dáng đẹp  đường may kỹ  giao đúng size  nhưng chất liệu vải hơi nhiều nylon,Cực kì hài lòng
chất lượng sản phẩm rất kém   ,Rất không hài lòng
không thấy quà tặng là đèn xông hơi ,Rất không hài lòng
dịch giao lâu quá nhưng đóng gói cẩn thận  đầy đủ ok  thank you shop nhé,Cực kì hài lòng
như đồng hồ cũ vậy ,Rất không hài lòng
có  cái màu sến quá nên cho    vải mặc mát  hơi  mỏng,Hài lòng
hàg lỗi quá nhìu ,Rất không hài lòng
bút chính hãng giao nhanh,Cực kì hài lòng
chưa đọc nhưng mới còn nguyên seal  mùa dịch giao cũng nhanh  chưa đọc nên cho  ,Hài lòng
ngon,Cực kì hài lòng
ok,Cực kì hài lòng
sách nhỏ hơn mình tưởng kk nhma tiki đóng gói chán thật       ,Hài lòng
quần bthuong  kg túi  vải kg co dãn  giá ghi   giảm còn   cái nhưng khi giao giá ghi thực tế trên mác  quần kg giảm mà ghi lừa người mua,Rất không hài lòng
hàng đẹp  chất lượng tốt ,Cực kì hài lòng
giao hàng quá chậm  chất lượng bình thường,Rất không hài lòng
sử dụng rất tốt  không có vấn đề gì ,Cực kì hài lòng
mới dùng bữa đầu tiên  mở ra mới biết túi bị sứt quai cả  bên  gần như còn dính tí tẹo vào giỏ  nản ,Rất không hài lòng
hàng đéo có giống trong hình ,Rất không hài lòng
điểm mình ấn tượng nhất là bìa sách thiết kế khá đẹp  mình mới nhận sách cách đây vài hôm và có đọc qua một vài trang thì thấy cách diễn đạt của tác giả khá dễ hiểu  các ví dụ rất gần gũi với cuộc sống thường ngày  mình chưa đọc được nhiều nên cũng chưa review chi tiết được  nhưng mà mình vẫn cực kỳ hài lòng về sách  khâu giao hàng cũng như đóng gói   ,Cực kì hài lòng
hàng đúng như miêu tả,Cực kì hài lòng
em nghĩ podcast của chị không dài lắm đâu  vậy nên làm dài hơn đi chị ạ  cả sách cũng ngắn nữa ,Cực kì hài lòng
rất tốt sử dung nồi rộng dễ xếp đồ nướng sl lớn   mới làm dc mấy món chưa sử dụng hết công năng  ,Cực kì hài lòng
tay hơi dài nhưng vẫn đẹpppp giá cả tuyệt vời ,Hài lòng
chất lượng sản phẩm rất kém nhu giẻ lau nha lua gạt ko giống hinh ,Rất không hài lòng
hàng đặt ngày   ghi tặng bình giữ nhiệt mà không hề có,Rất không hài lòng
tốt,Cực kì hài lòng
dễ lắp ráp,Cực kì hài lòng
wifi phát ổn  tuy nhiên  trong quá trình sử dụng  hiện tượng giật  lag thỉnh thoảng xảy ra tạo cảm giác wifi phát không thực sự ổn định vì những lúc lag có rút dây  cắm thẳng dây ethernet vào laptop thì mạng vẫn bình thường ,Hài lòng
áo vải đẹp nhg mình mặc thấy hơi béo   ,Hài lòng
sản phẩm đúng  giao hàng nhanh  sử dụng sẽ đánh giá chất lượng sau,Cực kì hài lòng
tiki giao hàng nhanh,Hài lòng
hạt giòn ngọt rất ngon lần sau sẽ ủng hộ,Cực kì hài lòng
quần mặc nhẹ   vừa   rất ưng ý,Hài lòng
chất liệu vải  quần ko giống nhau,Hài lòng
thanh toán  ngày mới mua được  chuyển khoản otp nhảy mà load mãi không ra được trang để nhập otp thanh toán  viết     người nhận thì chả lưu được  mỗi lần thanh toán lại phải viết lại thông tin  rắc rối quá chừng,Rất không hài lòng
hàng nhận không giong hinh ,Rất không hài lòng
không hề có quà tặng ly giữ nhiệt,Rất không hài lòng
áo khá rộng ,Rất không hài lòng
đẹp   chắc chắn   phù hợp đi du lịch  ,Hài lòng
khá ok mỗi tội thấy có kèm khuyến mãi mà ko đc nhận ko biết có phải giao thiếu ko,Cực kì hài lòng
may ẩu  đầm lỗi  dây nọ chéo dây kia  mặc vô ko đc  phải cắt dây ,Rất không hài lòng
hơi thất vọng ,Rất không hài lòng
âm thanh bị bóp méo  vứtttt,Rất không hài lòng
mô tả sản phẩm phiếu quà tặng tiki bạn đau đầu bởi tuy rất muốn dành tặng sự trân trọng nhưng lại không biết chọn mua gì để dành cho người thân  bạn bè  đối tác  khách hà trong dịp lễ này   bạn cũng muốn khích lệ  ,Cực kì hài lòng
sản phẩm chính hãng  đóng gói cẩn thận  giao hàng nhanh ,Cực kì hài lòng
chắc đây sẽ là lần đầu và cũng là lần cuối cùng mình đặt sách tại tiki  mình rất là không hài lòng và khó chịu về cách đóng gói sản phẩm của tiki  nên mong tiki sẽ rút kinh nghiệm và đóng gói cẩn thận những đơn hàng lần sau  mình chỉ đặt một cuốn sách  lúc nhận hàng mở ra cũng hú hồn vì chẳng có bọc chống sốc gì cả  cũng may là cuốn sách không bị gì và còn nguyên vẹn  cảm ơn tiki rất nhiều  ,Hài lòng
chuột logitech luôn mang đến sự tin tưởng cho người dùng,Cực kì hài lòng
thời gian giao hàng chậm ,Rất không hài lòng
chất lượng sản phẩm rất kém ,Rất không hài lòng
dùng rất tốt,Cực kì hài lòng
tốt,Hài lòng
chất quần rất mát  sản phẩm của  luôn chất lượng  xin cảm ơn  và tiki  mặc dù combo nhiều màu sáng quá nên bố không mặc được  nhưng điểm  cho chất lượng ah ,Cực kì hài lòng
sách rất hay rất đáng tiền mua shipper nc rất thân thiện lịch sự   ,Cực kì hài lòng
mình chưa thấy tặng kèm bookmark ah,Hài lòng
bọn tiki kểu bố láo  cho mã hoàn xu   thu thập xong  app mã xong thanh toán xong giao hàng xong thì ko cộng lại xu  sập sàn đi là vừa,Rất không hài lòng
chọn vàng thì gửi màu cam  chất xấu ,Rất không hài lòng
thấy được mấy bạn review nên cũng mua về để đọc  khá là nhỏ và mỏng  thuận tiện để bỏ túi đem đi đọc ở chỗ khác   hài lòng lắmmm vì mua đc giá rẻ nữa,Cực kì hài lòng
shop phục vụ rất kém ,Rất không hài lòng
sản phẩm khá hay  đáng để mua,Hài lòng
đường may đẹp  chất vải đẹp nhưng nhân viên giao hàng viettelpost có thái độ không đẹp ,Hài lòng
tốt,Hài lòng
đẹp  tầm tiền này ổn  nên mua,Cực kì hài lòng
      ,Cực kì hài lòng
chất lượng đàm thoại không như kỳ vọng,Hài lòng
nội dung thì m chưa đọc nên không đánh giá  chỉ đánh giá ngoại hình sách dày  giấy kem chống chói mắt    bìa thiết kế đẹp  có ép nhũ bạc tựa sách nhìn ấn tượng  đặc biệt mình gửi lời cảm ơn đến bạn lê tân khoa  bộ phận tiki cs đã rất nhiệt tình hỗ trợ mình đổi sản phẩm bị lỗi   do bookcare hít làm tróc nhũ như hình    rất hài lòng về dịch vụ hậu mãi của tiki ,Cực kì hài lòng
giao siêu tốc  đặt hàng  tiếng đã nhận được,Cực kì hài lòng
nồi to  chiên đủ thứ món  dễ sử dụng  giao hàng nhanh lắm  đặt trưa nay là chiều hôm sau có rồi,Cực kì hài lòng
lần đầu tiên mua hàng thảm hoạ ,Rất không hài lòng
khg nên mua ,Rất không hài lòng
hàng chính hãng  okkkkkkk,Cực kì hài lòng
giá cả hợp lý,Cực kì hài lòng
chưa đọc nhưng cảm nhận ok,Hài lòng
sản phẩm tốt  giao hàng nhanh,Cực kì hài lòng
giao nhanh hàng đúng mẫu,Cực kì hài lòng
sách bị hư giấy rất nhiều  còn bị in lỗi và sai trang như kiểu sách lậu í   thật thất vọng về sách,Rất không hài lòng
không bao giờ mua habgf của shopee nữa ,Rất không hài lòng
giao k đúng hàng thu thêm tiền mà k thông báo vs khách hàng ,Rất không hài lòng
sách ổn,Hài lòng
good,Cực kì hài lòng
nội dung đơn giản,Hài lòng
nồi rất to và đẹp  mới sử dụng qua chức năng chiên và hâm lại pizza mà thấy khá ổn rồi    ,Cực kì hài lòng
tai nghe xứng đáng giá tiền,Cực kì hài lòng
ok nhanh hàng chính hãng,Cực kì hài lòng
giao hàng nhanh  ok tốt  ổn,Cực kì hài lòng
mua nhiều của tiki trading  chất lượng vẫn ổn  giá cả phải chăng  từ ngày sinh con mình chưa phải mua huggies ở ngoài bao giờ,Cực kì hài lòng
rất là ok luôn,Cực kì hài lòng
giao hàng nhanh   ok ,Hài lòng
mình mua dịp sales   nên được giá hời luôn  khuya chốt deal sáng hôm sau đã được giao  anh shipper siêu cẩn thận  check hàng ngay trước mặt khách để bảo đảm hàng chính hãng chưa bóc tem   ,Cực kì hài lòng
đánh giá chỉ mang tính chất nhận xu thôi  chúc mọi người may mắn nhé   ,Cực kì hài lòng
quá thất vọng ,Rất không hài lòng
đóng gói kỹ  sách mới đẹp quá chời,Cực kì hài lòng
giao hàng nhanh  thùng bị ướt  rách nát   lốc trong đó bị bể  lon  ko có hàng khuyến mãi kèm theo,Hài lòng
nồi to   giao hàng đúng hạn   chưa sử dụng chưa biết kết quả thế nào  ,Cực kì hài lòng
phát ở nhiều băng tần  nhỏ gọn đẹp,Cực kì hài lòng
áo bị may dúm  bên mặc thật bực mình chẳng ra sao hết ,Rất không hài lòng
tiki giao hàng rất nhanh  mình mua được với giá cũng rất tốt  tình trạng sách không hoàn toàn tốt lắm  có chỗ bị cong  nhưng cũng sẽ không làm thay đổi được nội dung của quyển sách ,Cực kì hài lòng
k cần tiền nha b cskh như shit ,Rất không hài lòng
lớp chống dính hơi mỏng,Cực kì hài lòng
thấy thông tin  mua là có quà  máy phun sương hoặc loa  nhưng nhận hàng k thấy quà đâu  còn về sản phẩm thì oke,Hài lòng
cũng được ạ,Hài lòng
hàng kh giống mẫu khác xa nhau lắm ạ    ,Rất không hài lòng
hàng ok như quảng cáo  cho shop  sao,Cực kì hài lòng
mua sale   nhưng sách vẫn được bọc màng co và mới tinh trước giờ vẫn hài lòng khi mua sách từ tiki nà ,Cực kì hài lòng
sạc chậm  cảm biến chậm t có thể bỏ qua  mà đờ cờ mờ vờ cờ lờ shop ạ     tai nghe nó không kết nối với nhau   nhìn cái ảnh đi  nó có tận  kết nối bluetooth lận  về cơ bản là lẽ ra chỉ có duy nhất  kết nối thôi  cả  tai nghe xài cùng lúc    nhưng đằng này tận  kết nối  mỗi bên tai nghe là  lần  nói cách khác  t chỉ sài đc  tai nghe  trái hoặc phải  kết nối cả  thì nó sẽ ưu tiên cái tai nghe kết nối sau  đề nghị shop thực hiện đổi trả giùm ,Rất không hài lòng
lần đầu mua sp ngon  ko có hột hư  vỏ dễ lột lần  mua có mấy hạt hư  vỏ khó lột  hạt điều to,Hài lòng
tối qua canh gần chết   mua lúc o  giờ có giảm giá mà ko biết sao ko được tặng quà ,Cực kì hài lòng
nghe được ,Hài lòng
dùng tốt,Hài lòng
nắp hộp bị gãy  sao không kiểm tra hàng trước khi ship nhỉ ,Rất không hài lòng
giá trên sp là   chiếc  một gói  chiếc là   vậy thử hỏi giảm giá ở chỗ nào   ,Hài lòng
bực mình  đặt hàng đợi hoài cá chết hết mà chẳng thấy còn giao nhầm cho ai  vậy mà cũng có người nhận hay thật nên coi lại cách phục ,Rất không hài lòng
mua  cái size  mà mẫu này ko vừa ,Rất không hài lòng
điều khiển cảm ứng chưa được nhạy,Hài lòng
không giao đủ sản phẩm  thiếu đồ khuyến mãi,Rất không hài lòng
rất tuyệt,Cực kì hài lòng
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền ,Hài lòng
giao nhanh  nhưng sách có nhiều chổ bị tróc lắm ạ    ,Hài lòng
đặt hàng giao cho ai đâu ko  tui chưa hề nhận được mà báo đã thu tiền ngày   vậy cuối cùng là giao cho ai ,Rất không hài lòng
ngươ i giao hàng nói chuyên ko đc li ch sự ,Rất không hài lòng
ngứa gãi  cái là đụng chạm chức năng khác  quá nhạy,Hài lòng
tốt ok,Cực kì hài lòng
đã sử dụng một thời gian sản phẩm ok  nướng thịt rất ngon,Cực kì hài lòng
ko bọc sách vs sách bị uốn nhé,Hài lòng
mơi mua vê chưa kiêp măt nưa  day kéo hư rôi    ,Rất không hài lòng
không trả lời tin nhắn mình không hiểu lý do ,Rất không hài lòng
giá rẻ  màu sắt đẹp  vải có thành phần poly nhiều nên hơi nóng  nói chung chấp nhận được ,Cực kì hài lòng
nội dung quá dở  thất vọng,Rất không hài lòng
bạn ơi  mình vừa nhận đc  cắm điện ko vào  đổi cho mình nhé ,Rất không hài lòng
tốt,Cực kì hài lòng
shop phục vụ quá kém ,Rất không hài lòng
tốt,Cực kì hài lòng
shipper ninjavan làm tiền khách để giao đủ hàng  quá tệ,Rất không hài lòng
mẻ góc,Cực kì hài lòng
để vào hộp sạc tai nghe bên trái ko dính vào hộp,Rất không hài lòng
mình mua  size m   size xl nhưng shop lại giao cho mình  m  hic shop kiểm tra lại giúp mình vì mình mua cho  người,Hài lòng
dùng nói chung tàm tạm  tiền nào của nấy,Hài lòng
sách giao hơi lâu,Hài lòng
bình giữ nhiệt xài tốt giữ nhiệt lâu nhưng lớp sơn mỏng dễ tróc sơn,Hài lòng
sàn phẩm tốt  do dịch nên tiki giao rất chậm so với lazada  nhưng bù lại sản phẩm ok  wifi sóng mạnh ,Cực kì hài lòng
giá đó thì hàng như vậy là ok,Hài lòng
hàng bị lỗi bảo hành lần  là shop đổi luôn cho cái mới  cám ơn tiki và lock lock,Cực kì hài lòng
sách ưng lắm ạ  mua với giá   chờ sale k chịu nổi  nên mua sớm luôn  cảm ơn tiki  đặt tối mà sáng ra đã nhận được sách rồi  giống như mở mắt ra là nhìn thấy được niềm vui vậy đó ,Cực kì hài lòng
chất lượng sản phẩm rất kém ,Rất không hài lòng
lừa đảo       quảng cáo nhân dịp black friday được tặng quà    mình mua  bộ bàn chải mà không nhận được quà nào    ,Rất không hài lòng
hình  kiểu giao áo  kiểu khác hoàn toàn ,Rất không hài lòng
size xxl mà giao hàng cỡ quá nhỏ  gần như không sử dụng được  chắc phải đặt hàng size  ,Hài lòng
tốc độ cắt hơi yếu  pin tụt nhanh ,Hài lòng
không có phụ kiện ,Hài lòng
sách bé hơn mình nghĩ  nội dung cũng tạm ổn  tác giả đầu tư trích dẫn  phân tích cũng ok  do tác giả còn trẻ nên chiếu sâu diễn giải  phân tích chưa tới   khen thiết kế bìa đẹp nha,Hài lòng
đẹp rất ok,Cực kì hài lòng
nhận được hàng rồi nhưng lâu quá,Rất không hài lòng
đã xài hộp thứ   sp lên da cực thích rẻ mà chất lượng     ,Cực kì hài lòng
ít nhất cx phải có   mẫu chứ  rất muốn trả lại hàng ,Rất không hài lòng
say muối ớt bị sâu hư hết ,Rất không hài lòng
hi vọng bên tiki cho giờ sale sách cụ thể chứ mình vừa đặt mua và mấy tiếng sau giá sách giảm    sách giao nhạn  đóng gói ổn hơn trước nhiều  sách ít bị hư hao  trừ  sao thôi,Hài lòng
ok  mà nhỏ,Cực kì hài lòng
chất lượng sản phẩm kém phôm không k rộng và đẹp như trong hìn ,Rất không hài lòng
hoi ngan ,Hài lòng
đóng gói cẩn thận  hàng nguyên seal  đẹp  máy hoạt động bình thường  sd  thời gian sẽ bổ xung thông tin sau,Cực kì hài lòng
giao hàng nhanh  đóng gói chu đáo,Cực kì hài lòng
mua cọc tay giao dài tay vải k co giãn ,Rất không hài lòng
hàng rất xấu  vải nilong   máy xấu rất đáng buồn khi lần đầu mua bên shop  giao hàng hơn  tháng  ngày mơi nhân được  nêm quêt định trả hàng lại cho shop,Rất không hài lòng
giao hàng      bị bị bung đổ ướt hết  còn lại thì trong trạng thái sắp bung,Rất không hài lòng
mua size xl giao size xxl làm sao mặc vừa,Rất không hài lòng
sản phẩm đang ko sạc được dù đã cắm các thể loại   ,Rất không hài lòng
sách nhận tới tay hơi bụi  đóng gói sơ sài,Hài lòng
ok,Hài lòng
rất tệ bass không chuẩn  bị rè khi bass lên cao mặc dù đã     bằng nhiều thiết bị,Rất không hài lòng
hàng thì nhận đúng  nhưng mình đặt vì có quà là ly tặng thêm  thế mà lúc nhận hàng không có ly  ,Rất không hài lòng
đã vậy ăn chặn hàng của khách ko trả ,Rất không hài lòng
sản phẩm bị lỗi  âm thanh bị dè thì đổi như thế nào admin ơi,Rất không hài lòng
sản phẩm rất tuyệt vời ,Cực kì hài lòng
không sạc được mong shop liên hẻ hỗ trợ      ,Hài lòng
sp thì k vấn đề gì nhưg phục vụ và cách bán hàng của shop quá kém k đág    rõ m đã mất săn deal mãi mới đc màu  hí hửng nhận hàng mở ra là  bộ màu m ghét nhất số  vàng như c t k thèm báo trc khách câu nào  chả biết ghi phân loại màu để lz chẳng nhẽ lại trả hàng  lm ăn thật vô trách nhiệm haiz ,Rất không hài lòng
minh moi nhan máy   hom   bi hu  loa roi tiki,Rất không hài lòng
mua  bàn chải ngày   nhưng không thấy gửi kem  bình giữ nhiệt tiki xem lại ,Rất không hài lòng
để là tặng nước rửa tay lifebuoy nhưng không tặng,Rất không hài lòng
chỉ có  chai thôi  ko nên mua   ,Rất không hài lòng
chất lượng âm thanh tạm ổn  sản phẩm tương đối đẹp  phù hợp với tầm giá,Hài lòng
giao hàng nhanh sách như cũ  rất dơ  trầy móp nhiều cạnh  trang sách nhiều chỗ bị nhăn   lỗi nhiều,Hài lòng
tốt lắm nja,Cực kì hài lòng
mình chưa thấy tặng kèm bookmark ah,Hài lòng
tôi rất không hài lòng về chính sách đổi trả của shop  ngay sau khi nhận hàng  tôi đã yêu cầu được đổi size  chấp nhận thanh toán phí đổi nhưng đến nay đã hơn  tháng  tôi vẫn chưa đổi được hàng ,Rất không hài lòng
hàng đẹp chất liệu rất đẹp ,Hài lòng
giao đúng ngày  sách đẹp in rõ ràng  mọi người nên xem kích thước để không bị bất ngờ vì sự nhỏ gọn của nó  cái bất ngờ phải là ở khâu đóng gói cơ  chưa bao giờ mua sách mà đóng gói sơ sài như này  mưa nhỏ nhỏ thôi là ướt vào sách rồi ,Cực kì hài lòng
sách bé hơn mình nghĩ  nội dung cũng tạm ổn  tác giả đầu tư trích dẫn  phân tích cũng ok  do tác giả còn trẻ nên chiếu sâu diễn giải  phân tích chưa tới   khen thiết kế bìa đẹp nha,Hài lòng
nhận được hàng sớm hơn đự kiến  do chỉ thị xiết chặt mới của tp  quần may kỹ   vải tốt so với tầm giá  sẽ ủng hộ shop thêm nhiều sản phẩm ,Hài lòng
một bên tai nghe không nghe dc,Rất không hài lòng
tôi k hài lòng chút nào  quá thất vọng ,Rất không hài lòng
tạm tạm,Hài lòng
